Image Name,Z-level,Pouch Height,Clone Genotype,Clone ID,Clone Area,Border Area,Center Area,Caspase Coverage,Caspase Border,Caspase Center,Clone Fluorescence IntDen,Center Fluorescence IntDen,Border Fluorescence IntDen
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,2,8.513,440.545,402.566,37.979,10.113,0.000,1317.052,27931.521,33237.928
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,2,10.113,445.566,400.165,45.401,10.841,0.000,1653.773,27889.613,33834.393
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,2,10.841,467.975,435.962,31.940,14.988,0.000,1525.138,30673.452,34497.284
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,2,14.988,480.998,446.075,34.923,21.754,21.245,2025.345,30819.403,34494.083
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,2,0.509,497.733,457.352,40.308,9.749,0.000,83.234,30751.230,34840.990
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,16,17,1,2,9.749,508.428,456.334,52.094,8.876,0.000,1563.481,30138.977,35176.619
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,2,8.876,510.974,456.188,54.786,6.912,5.966,1258.410,29382.374,34591.941
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,18,17,1,2,0.946,509.301,468.120,41.181,3.929,2.474,133.219,30397.629,33960.408
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,2,1.455,516.286,487.183,29.103,3.856,2.474,201.974,31134.224,33228.615
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,2,1.382,524.580,510.174,14.406,4.438,0.000,231.223,31247.289,32381.284
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,2,4.438,530.182,514.540,15.643,5.602,0.000,542.769,30763.089,32071.702
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,22,17,1,2,5.602,528.363,511.193,17.171,6.839,0.000,611.016,30910.205,32170.506
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,5,17,1,3,6.839,15.716,0.000,0.000,0.000,0.000,724.881,0.000,1238.766
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,6,17,1,3,15.716,17.607,0.000,0.000,0.000,0.000,1238.766,0.000,1034.390
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,7,17,1,3,17.607,17.898,0.000,0.000,0.000,0.000,1034.390,0.000,1010.453
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,8,17,1,3,17.898,18.626,0.000,0.000,0.000,0.000,1010.453,0.000,1012.418
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,9,17,1,3,18.626,17.753,0.000,0.000,0.000,0.000,1012.418,0.000,1087.285
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,10,17,1,3,17.753,14.479,0.000,0.000,0.000,0.000,1087.285,0.000,1015.110
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,3,14.479,14.042,0.000,0.000,0.000,0.000,1015.110,0.000,911.430
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,3,14.042,14.915,0.000,0.000,0.000,0.000,911.430,0.000,937.841
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,3,14.915,17.753,0.000,0.000,0.000,0.000,937.841,0.000,1038.537
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,3,17.753,19.644,0.000,0.000,0.000,0.000,1038.537,0.000,1265.104
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,3,19.644,21.027,0.000,0.000,0.000,0.000,1265.104,0.000,1536.998
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,16,17,1,3,21.027,22.118,0.000,0.000,0.000,0.000,1536.998,0.000,1826.135
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,3,22.118,24.592,0.000,0.000,0.000,0.000,1826.135,0.000,2058.522
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,18,17,1,3,24.592,29.103,0.000,0.000,0.000,0.000,2058.522,0.000,2433.877
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,3,29.103,34.341,0.000,0.000,0.000,0.000,2433.877,0.000,2837.898
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,3,34.341,37.761,0.000,0.000,0.000,0.000,2837.898,0.000,3118.304
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,3,37.761,39.653,0.000,0.000,0.000,0.000,3118.304,0.000,2986.323
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,22,17,1,3,39.653,41.690,0.000,0.000,0.000,0.000,2986.323,0.000,2700.532
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,5,17,1,4,41.690,64.827,0.000,0.000,0.000,0.000,2700.532,0.000,3524.945
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,6,17,1,4,64.827,68.465,0.000,0.000,0.000,0.000,3524.945,0.000,3471.468
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,7,17,1,4,68.465,73.048,0.000,73.048,3.347,0.000,3471.468,0.000,3710.185
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,8,17,1,4,3.347,73.921,0.000,73.921,2.474,0.000,404.603,0.000,4079.865
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,9,17,1,4,2.474,80.033,0.000,80.033,3.274,0.000,346.470,0.000,4398.542
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,10,17,1,4,3.274,84.035,0.000,84.035,1.746,0.000,446.875,0.000,4594.914
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,4,1.746,42.781,0.000,42.781,0.437,0.000,266.073,0.000,2163.220
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,4,0.437,48.966,0.000,0.000,0.000,0.000,49.257,0.000,2131.934
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,4,48.966,43.072,0.000,0.000,0.000,0.000,2131.934,0.000,2176.098
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,4,43.072,45.473,0.000,0.000,0.000,0.000,2176.098,0.000,1999.370
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,4,45.473,45.692,0.000,0.000,0.000,0.000,1999.370,0.000,2138.046
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,4,45.692,39.507,0.000,0.000,0.000,0.000,2138.046,0.000,1701.429
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,4,39.507,45.182,0.000,0.000,0.000,0.000,1701.429,0.000,2173.624
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,4,45.182,36.160,0.000,0.000,0.000,0.000,2173.624,0.000,1576.796
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,4,36.160,47.001,0.000,47.001,5.966,0.000,1576.796,0.000,2271.992
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,4,5.966,31.577,0.000,0.000,0.000,0.000,449.495,0.000,1648.826
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,16,17,1,4,31.577,85.126,0.000,85.126,19.863,0.000,1648.826,0.000,4248.152
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,4,19.863,88.837,0.000,88.837,31.067,0.000,1508.913,0.000,4336.552
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,18,17,1,4,31.067,91.238,0.000,91.238,46.856,0.000,2042.515,0.000,4149.130
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,4,46.856,99.969,0.000,99.969,48.602,0.000,2465.963,0.000,4560.790
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,4,48.602,95.458,0.000,95.458,46.565,0.000,2737.784,0.000,4986.275
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,4,46.565,90.437,0.000,90.437,34.196,0.000,3132.929,0.000,4811.512
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,22,17,1,4,34.196,87.527,0.000,87.527,27.866,0.000,2676.231,0.000,4446.780
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,5,17,1,5,27.866,310.019,0.000,0.000,0.000,0.000,2111.344,0.000,29820.155
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,6,17,1,5,310.019,312.638,0.000,0.000,0.000,0.000,29820.155,0.000,27971.465
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,7,17,1,5,312.638,315.185,0.000,0.000,0.000,0.000,27971.465,0.000,26817.025
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,8,17,1,5,315.185,320.569,0.000,0.000,0.000,0.000,26817.025,0.000,26766.750
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,9,17,1,5,320.569,334.174,0.000,0.000,0.000,0.000,26766.750,0.000,26466.335
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,10,17,1,5,334.174,342.614,0.000,0.000,0.000,0.000,26466.335,0.000,25372.866
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,5,342.614,348.435,0.000,0.000,0.000,0.000,25372.866,0.000,24800.048
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,5,348.435,346.179,0.000,0.000,0.000,0.000,24800.048,0.000,24466.528
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,5,346.179,341.523,0.000,0.000,0.000,0.000,24466.528,0.000,24671.340
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,5,341.523,334.829,0.000,0.000,0.000,0.000,24671.340,0.000,25118.652
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,5,334.829,337.958,0.000,0.000,0.000,0.000,25118.652,0.000,23493.618
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,16,17,1,5,337.958,343.414,0.000,0.000,0.000,0.000,23493.618,0.000,22980.243
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,5,343.414,353.018,0.000,0.000,0.000,0.000,22980.243,0.000,22815.011
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,18,17,1,5,353.018,359.275,0.000,0.000,0.000,0.000,22815.011,0.000,23368.039
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,5,359.275,365.533,0.000,0.000,0.000,0.000,23368.039,0.000,24341.168
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,5,365.533,364.805,0.000,0.000,0.000,0.000,24341.168,0.000,24505.163
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,5,364.805,358.257,0.000,0.000,0.000,0.000,24505.163,0.000,23185.273
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,22,17,1,5,358.257,353.382,0.000,0.000,0.000,0.000,23185.273,0.000,22304.036
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,5,17,1,6,353.382,525.890,0.000,0.000,0.000,0.000,22304.036,0.000,35414.535
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,6,17,1,6,525.890,539.786,0.000,0.000,0.000,0.000,35414.535,0.000,35799.785
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,6,17,1,6,539.786,0.582,0.000,0.000,0.000,0.000,35799.785,0.000,17.316
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,7,17,1,6,0.582,566.852,0.000,0.000,0.000,0.000,17.316,0.000,35975.130
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,8,17,1,6,566.852,589.188,0.000,0.000,0.000,0.000,35975.130,0.000,36809.438
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,9,17,1,6,589.188,584.896,0.000,0.000,0.000,0.000,36809.438,0.000,37503.033
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,10,17,1,6,584.896,479.616,0.000,0.000,0.000,0.000,37503.033,0.000,32525.998
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,10,17,1,6,479.616,63.590,0.000,0.000,0.000,0.000,32525.998,0.000,3438.000
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,11,17,1,6,63.590,538.404,0.000,0.000,0.000,0.000,3438.000,0.000,35517.778
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,12,17,1,6,538.404,535.712,0.000,0.000,0.000,0.000,35517.778,0.000,33529.248
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,13,17,1,6,535.712,541.314,0.000,0.000,0.000,0.000,33529.248,0.000,32335.884
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,14,17,1,6,541.314,603.012,0.000,0.000,0.000,0.000,32335.884,0.000,33753.268
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,15,17,1,6,603.012,626.076,0.000,0.000,0.000,0.000,33753.268,0.000,33839.849
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,16,17,1,6,626.076,604.176,0.000,0.000,0.000,0.000,33839.849,0.000,32469.902
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,6,604.176,520.287,0.000,0.000,0.000,0.000,32469.902,0.000,25690.888
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,17,17,1,6,520.287,5.457,0.000,0.000,0.000,0.000,25690.888,0.000,165.741
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,18,17,1,6,5.457,408.314,0.000,0.000,0.000,0.000,165.741,0.000,17543.600
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,6,408.314,76.322,0.000,0.000,0.000,0.000,17543.600,0.000,3215.872
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,19,17,1,6,76.322,288.919,0.000,0.000,0.000,0.000,3215.872,0.000,11783.697
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,6,288.919,42.563,0.000,0.000,0.000,0.000,11783.697,0.000,1713.361
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,20,17,1,6,42.563,323.261,0.000,0.000,0.000,0.000,1713.361,0.000,13062.988
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,6,323.261,31.213,0.000,0.000,0.000,0.000,13062.988,0.000,1018.020
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,21,17,1,6,31.213,354.110,0.000,0.000,0.000,0.000,1018.020,0.000,14297.097
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - ref2pRNAi_002,22,17,1,6,354.110,74.503,0.000,0.000,0.000,0.000,14297.097,0.000,2172.387
